DB ID,Model No.,Frequency_Hz,Phase,HP,Power(KW),Outlet (mm),Outlet (inch),Pass Solid Dia(mm),Max Flow (LPM),Max Head (M),Max Head (ft),Category,Product Link,Head Rated/M,Q Rated/LPM,id
1,100ADL57.5,50,3,10,7.5kW,100,"4""",80.0,300,22,72,Dirty Water,https://www.hungpump.com/adl,12.0,1850.0,60ada6e4-7363-4837-98f7-05c4c35597ef
2,50ADVS5.75,50,1,1,750W,50,"2""",33.0,320,14,46,Dirty Water,https://www.hungpump.com/advs,9.0,140.0,ad30a017-b77e-42fb-a6bf-381db718f813
3,50ADVS5.75,50,3,1,750W,50,"2""",33.0,320,14,46,Dirty Water,https://www.hungpump.com/advs,9.0,140.0,4b233b08-45e7-4072-8f08-05f2b8997d8d
4,50ADVS5.75,50,3,1,750W,50,"2""",33.0,320,14,46,Dirty Water,https://www.hungpump.com/advs,9.0,140.0,e20d6d6b-bf13-4405-8036-41b0487f6d08
6,50ADVS51.5,50,1,2,1.5kW,50,"2""",31.0,420,22,72,Dirty Water,https://www.hungpump.com/advs,12.0,250.0,ffdcc633-4a0a-45e6-b19e-0dbb0e0c6656
7,50ADVS51.5,50,3,2,1.5kW,50,"2""",31.0,420,22,72,Dirty Water,https://www.hungpump.com/advs,12.0,250.0,9d9bc553-09a6-43be-a518-82f273c5c226
8,65ADL51.5,50,1,2,1.5kW,65,"2-1/2""",40.0,850,15,49,Dirty Water,https://www.hungpump.com/adl,12.0,370.0,5190f355-5d46-4b57-9bfa-351445787daf
9,65ADL51.5,50,3,2,1.5kW,65,"2-1/2""",40.0,850,15,49,Dirty Water,https://www.hungpump.com/adl,9.0,370.0,c1bb1854-4984-4692-af1d-c58ec330f7f9
10,65ADVS51.5,50,1,2,1.5kW,65,"2-1/2""",45.0,700,17,56,Dirty Water,https://www.hungpump.com/advs,9.0,420.0,67a1de3d-66ab-496c-a001-b29d07c0b377
11,65ADVS51.5,50,3,2,1.5kW,65,"2-1/2""",45.0,700,17,56,Dirty Water,https://www.hungpump.com/advs,9.0,420.0,3d035f37-c25c-4bc5-8904-5901b5012fac
12,80ADL51.5,50,1,2,1.5kW,80,"3""",50.0,1000,13,43,Dirty Water,https://www.hungpump.com/adl,9.0,450.0,698e97e8-37a4-40b6-9c9f-0f8dca3946a9
13,80ADL51.5,50,3,2,1.5kW,80,"3""",50.0,1000,13,43,Dirty Water,https://www.hungpump.com/adl,9.0,450.0,0667e0c1-3507-4f40-acd6-94e9e9495d63
14,80ADL52.2,50,3,3,2.2kW,80,"3""",50.0,1200,15,49,Dirty Water,https://www.hungpump.com/adl,9.0,800.0,cafa36b9-b0b1-467f-a1a1-f1cf8b4bffae
15,80ADL53.7,50,3,5,3.7kW,80,"3""",48.0,1680,20,66,Dirty Water,https://www.hungpump.com/adl,9.0,1080.0,46059a64-dc8a-485d-9455-5417cee1336e
16,80ADVS52.2,50,3,3,2.2kW,80,"3""",50.0,1100,19,62,Dirty Water,https://www.hungpump.com/advs,12.0,580.0,2d54b4ea-fcba-42bb-8edb-4a2d7449b4de
17,80ADVS53.7,50,3,5,3.7kW,80,"3""",55.0,1200,23,75,Dirty Water,https://www.hungpump.com/advs,12.0,750.0,db04cb12-22a2-412b-8b4a-654fbe004537
18,BAH-400,50,1,1/2,400W,32,"1-1/4""",8.0,180,20,66,Dirty Water,https://www.hungpump.com/bah,12.0,115.0,d029da09-0d5d-4615-9524-3368e80cfeaa
19,BAH-750,50,1,1,750W,50,"2""",8.0,220,25,82,Dirty Water,https://www.hungpump.com/bah,12.0,130.0,bd5abe93-0fe8-415f-8a78-1f1f603d08bf
20,BAH-750,50,3,1,750W,50,"2""",8.0,220,25,82,Dirty Water,https://www.hungpump.com/bah,15.0,130.0,c59d332e-953c-46ef-86a5-e417a86072e2
23,BAS-100,50,1,1/6,100W,25,"1""",7.0,90,6,20,Dirty Water,https://www.hungpump.com/bas,15.0,60.0,08a132f5-6f5c-4638-9154-af6939b6fb1a
24,BAS-200,50,1,1/4,200W,32,"1-1/4""",7.0,140,7,23,Dirty Water,https://www.hungpump.com/bas,4.0,95.0,02cce9b4-7de9-46b0-98b4-57fdf9a27c62
26,BAS-300,50,1,1/3,300W,40,"1-1/2""",9.0,200,8,26,Dirty Water,https://www.hungpump.com/bas,4.0,150.0,82f8d891-1a27-45bc-a234-8c034cb21294
28,BAS-400,50,1,1/2,400W,50,"2""",12.0,270,10,33,Dirty Water,https://www.hungpump.com/bas,4.0,160.0,c371c6b3-5698-4260-bbc4-b4a3c060674f
30,BAS-600,50,1,3/4,600W,50,"2""",15.0,300,11,36,Dirty Water,https://www.hungpump.com/bas,6.0,195.0,49a35ca0-28c5-44b0-8cde-e0e5754d14ac
35,BAV-150,50,3,1/5,150W,32,"1-1/4""",10.0,160,6,20,Dirty Water,https://www.hungpump.com/bav,3.0,115.0,29427c58-4bde-4aa2-92ae-d02482c45466
41,BAV-250,50,1,1/3,250W,40,"1-1/2""",25.0,200,8,26,Dirty Water,https://www.hungpump.com/bav,3.0,120.0,d8518991-f3db-43b5-ba19-92f9b502c5ac
44,BAV-400,50,1,1/2,400W,50,"2""",30.0,300,10,33,Dirty Water,https://www.hungpump.com/bav,4.5,185.0,154351a2-b54c-4428-a46d-a01895c2a7fa
45,BAV-400,50,3,1/2,400W,50,"2""",30.0,300,10,33,Dirty Water,https://www.hungpump.com/bav,6.0,185.0,1d8e41ea-3c18-4c7a-8932-0314d1aded64
46,BAV-400,50,3,1/2,400W,50,"2""",30.0,300,10,33,Dirty Water,https://www.hungpump.com/bav,6.0,185.0,4b5ef6a4-5628-4c7e-8c41-fcb03fe52fb8
52,BAV-550,50,1,3/4,550W,50,"2""",35.0,340,12,39,Dirty Water,https://www.hungpump.com/bav,6.0,170.0,aeede17d-45f6-4e31-bcbd-8e6e3297de87
54,BAV-550,50,3,3/4,550W,50,"2""",35.0,340,12,39,Dirty Water,https://www.hungpump.com/bav,7.5,170.0,3d9dd738-1736-408d-adf9-73eb198aaec1
62,BCV-1500-35,50,1,2,1.5kW,80,"3""",35.0,680,18,59,Dirty Water,https://www.hungpump.com/bcv,6.0,435.0,dfb3adaf-6b3a-49af-ad18-ce5122c2c45d
63,BCV-1500-35,50,3,2,1.5kW,80,"3""",35.0,680,18,59,Dirty Water,https://www.hungpump.com/bcv,12.0,435.0,669e130a-42c8-401b-9c60-69b7d91db6ea
64,BCV-1500-50,50,1,2,1.5kW,80,"3""",50.0,720,15,49,Dirty Water,https://www.hungpump.com/bcv,12.0,480.0,b9c2afa3-aeb8-4f1f-a8f2-ac4b03d2e7f6
65,BCV-1500-50,50,3,2,1.5kW,80,"3""",50.0,720,15,49,Dirty Water,https://www.hungpump.com/bcv,9.0,480.0,143229d1-d159-467c-aeb0-7af55970c541
66,BCV-1500-65,50,1,2,1.5kW,80,"3""",65.0,900,9,30,Dirty Water,https://www.hungpump.com/bcv,9.0,520.0,1ae438f6-80b7-435f-b31a-281f6606b3d6
67,BCV-1500-65,50,3,2,1.5kW,80,"3""",65.0,900,9,30,Dirty Water,https://www.hungpump.com/bcv,6.0,520.0,aff5d7b7-8bc8-495a-b3fd-9df9fa14866e
68,BCV-2200-35,50,3,3,2.2kW,80,"3""",35.0,800,20,66,Dirty Water,https://www.hungpump.com/bcv,6.0,530.0,5fb46777-dab0-4db0-9f9c-a5ee17374269
69,BCV-2200-50,50,3,3,2.2kW,80,"3""",50.0,900,18,59,Dirty Water,https://www.hungpump.com/bcv,12.0,430.0,39951503-7174-4de6-880d-06026552609f
70,BCV-2200-65,50,3,3,2.2kW,80,"3""",65.0,1200,11,36,Dirty Water,https://www.hungpump.com/bcv,12.0,700.0,a34f2865-cebf-4324-8f59-3f3d47856538
71,BCV-2200-80,50,3,3,2.2kW,80,"3""",80.0,1300,8.5,28,Dirty Water,https://www.hungpump.com/bcv,6.0,600.0,79a3be55-bebd-42cc-bff6-f81766b26aa6
72,BCV-3700-50,50,3,5,3.7kW,100,"4""",50.0,1100,21,69,Dirty Water,https://www.hungpump.com/bcv,6.0,680.0,a557e656-e67b-4afb-a317-b1079359ccf5
73,BCV-3700-80,50,3,5,3.7kW,100,"4""",80.0,1400,10,33,Dirty Water,https://www.hungpump.com/bcv,12.0,950.0,b92a7732-65a7-46d6-bb23-d93dc2292b47
74,BCV-400-30,50,1,1/2,400W,50,"2""",30.0,320,9,30,Dirty Water,https://www.hungpump.com/bcv,6.0,200.0,cf357232-03f1-4c9c-a562-6ff072ba46ce
75,BCV-400-50,50,1,1/2,400W,50,"2""",50.0,380,7,23,Dirty Water,https://www.hungpump.com/bcv,6.0,230.0,41143d37-07a5-434d-9a51-43265906acb0
76,BCV-5500-50,50,3,7.5,5.5kW,100,"4""",50.0,1200,24,79,Dirty Water,https://www.hungpump.com/bcv,4.0,850.0,cccf111b-d26e-42be-8346-11d33be146d2
77,BCV-750-30,50,1,1,750W,50,"2""",30.0,370,12,39,Dirty Water,https://www.hungpump.com/bcv,15.0,270.0,c28e23cd-67be-445f-b2d2-42ef1595ae3a
78,BCV-750-50,50,1,1,750W,50,"2""",50.0,500,10,33,Dirty Water,https://www.hungpump.com/bcv,6.0,370.0,30023508-2537-464c-811b-5cc71395f1b5
79,BCV-750-50,50,3,1,750W,50,"2""",50.0,500,10,33,Dirty Water,https://www.hungpump.com/bcv,6.0,370.0,06cf950a-ce68-457c-8f7b-2d3ca7572e32
82,BPH-300,50,1,1/3,300W,40,"1-1/2""",3.0,95,18,59,Clean Water,https://www.hungpump.com/bph,3.0,55.0,11129fc3-1d83-4cd3-b2f4-1f954fee7113
89,BPS-100,50,1,1/6,100W,25,"1""",3.0,70,6.5,21,Clean Water,https://www.hungpump.com/bps,6.0,41.0,51f30e56-d094-4172-b260-370c3bb44d7a
90,BPO-100,50,1,1/6,100W,25,"1""",3.0,70,6.5,21,Clean Water,https://www.hungpump.com/bpo,4.0,41.0,a58edd75-f86a-4e4a-9790-7cdd7e441da2
92,BPS-100,50,1,1/6,100W,25,"1""",3.0,70,6.5,21,Clean Water,https://www.hungpump.com/bps,4.0,41.0,eb66c750-7717-4273-b2e7-c6e718681ff6
106,BPS-200,50,1,1/4,200W,32,"1-1/4""",5.0,140,7,23,Clean Water,https://www.hungpump.com/bps,4.0,100.0,135387b5-7405-4dab-aee0-7638df4f29b9
114,BPS-300,50,1,1/3,300W,40,"1-1/2""",5.0,180,8,26,Clean Water,https://www.hungpump.com/bps,4.0,120.0,e89e7ce1-8ad1-431f-bedf-e006e3c645ff
116,BPS-400,50,1,1/2,400W,50,"2""",5.0,220,9,30,Clean Water,https://www.hungpump.com/bps,6.0,100.0,97add5a1-0d82-4447-947f-00556050b537
119,BPS-80,50,1,1/10,80W,20,"3/4""",3.0,40,4,13,Clean Water,https://www.hungpump.com/bps,2.0,35.0,b8a48a8e-ec34-49a2-856f-9cac9b31995a
120,DC-1812,50,1,,96W,25,"1""",5.0,115,4.6,15,Speciality Pump,https://www.hungpump.com/dc,3.0,48.0,da752577-ee23-49ba-8e03-cffaaebbc2a5
121,DC-1824,50,1,,120W,25,"1""",5.0,115,4.6,15,Speciality Pump,https://www.hungpump.com/dc,3.0,48.0,92cf5646-72e5-4e16-a78a-8d66837f55ab
122,DC-2312,50,1,,132W,25,"1""",5.0,145,5.2,17,Speciality Pump,https://www.hungpump.com/dc,3.0,80.0,cfcfa9c3-a000-4b48-982e-fdbd879ce2ad
123,DC-2324,50,1,,132W,25,"1""",5.0,145,5.2,17,Speciality Pump,https://www.hungpump.com/dc,3.0,80.0,e5ab6e3a-d420-4896-be41-d127a60a2590
124,DC-3024,50,1,,168W,32,"1-1/4""",5.0,190,5.5,18,Speciality Pump,https://www.hungpump.com/dc,3.0,120.0,96059fd1-9b8a-4049-b9a7-65d2f173d1d3
125,DS-05,50,1,1/2,400W,50,"2""",15.0,270,10,33,Dirty Water,https://www.hungpump.com/dsk,6.0,165.0,8c29048e-e775-46cb-8094-9802b91498b7
126,DS-05,50,3,1/2,400W,50,"2""",15.0,270,10,33,Dirty Water,https://www.hungpump.com/dsk,6.0,165.0,9fc41328-85a3-482e-8e07-75958b9f4c08
128,DS-10,50,1,1,750W,50,"2""",15.0,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9.0,240.0,ae0186fe-a078-4f76-8e73-2e2e7301f026
129,DS-10,50,3,1,750W,50,"2""",15.0,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9.0,240.0,20320eb9-c5f3-4f79-869b-2aa0db052c1f
130,DS-100,50,3,10,7.5kW,100,"4""",27.0,1500,27,89,Dirty Water,https://www.hungpump.com/dsk,15.0,1150.0,3d7aba18-4687-4a43-8c71-ff0b5865175a
131,DS-20,50,1,2,1.5kW,80,"3""",35.0,960,15.5,51,Dirty Water,https://www.hungpump.com/dsk,9.0,620.0,2a5225ba-c0cf-41ed-8efe-9d1e6bc451c0
132,DS-20,50,3,2,1.5kW,80,"3""",35.0,960,15.5,51,Dirty Water,https://www.hungpump.com/dsk,9.0,620.0,3101b946-b489-45b8-b25a-5bfe6860338a
133,DS-20,50,1,2,1.5kW,80,"3""",15.0,700,17,56,Dirty Water,https://www.hungpump.com/dsk,9.0,455.0,90999643-6f50-4fe6-ae7e-ecec02052a8e
135,DS-20,50,3,2,1.5kW,80,"3""",15.0,700,17,56,Dirty Water,https://www.hungpump.com/dsk,9.0,455.0,8f5a6f40-5330-43f2-b861-9d99e5a45d0b
138,DS-30,50,3,3,2.2kW,80,"3""",35.0,1200,20,66,Dirty Water,https://www.hungpump.com/dsk,12.0,800.0,6e7c8c1f-c554-48a6-9134-39331fe94873
139,DS-30,50,3,3,2.2kW,80,"3""",15.0,860,20,66,Dirty Water,https://www.hungpump.com/dsk,12.0,590.0,9e14811a-1db8-4879-b5a6-e99387fc263f
142,DS-50,50,3,5,3.7kW,80,"3""",35.0,1400,26,85,Dirty Water,https://www.hungpump.com/dsk,15.0,1020.0,a0afe34e-bcf0-44b9-9637-4dd39a21e4c4
143,DS-50,50,3,5,3.7kW,100,"4""",15.0,1300,22,72,Dirty Water,https://www.hungpump.com/dsk,15.0,750.0,4073a5da-bd32-4472-bfbe-936ec1e0e906
144,DS-75,50,3,7.5,5.5kW,100,"4""",20.0,1400,24,79,Dirty Water,https://www.hungpump.com/dsk,15.0,1000.0,2a80ae70-e0bb-4c6e-b3d1-abf0e78b94b0
145,DSK-05,50,1,1/2,400W,50,"2""",15.0,270,10,33,Dirty Water,https://www.hungpump.com/dsk,6.0,165.0,35bbec08-780e-4580-ba0c-beb5872176bb
147,DSK-05,50,3,1/2,400W,50,"2""",15.0,270,10,33,Dirty Water,https://www.hungpump.com/dsk,6.0,165.0,1a63b4f5-bd02-4c0c-9a9e-95937b152543
148,DSK-10,50,1,1,750W,50,"2""",15.0,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9.0,240.0,63174d55-2d68-4a59-bb9d-8fe6b29c6c8b
151,DSK-10,50,3,1,750W,50,"2""",15.0,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9.0,240.0,a4bc1166-b5fd-43c9-ac02-c115a6df00b8
153,DSK-100,50,3,10,7.5kW,100,"4""",27.0,1500,27,89,Dirty Water,https://www.hungpump.com/dsk,15.0,1150.0,d1dde37f-34f0-42b8-8cea-3ca549090705
154,DSK-20,50,1,2,1.5kW,80,"3""",15.0,700,17,56,Dirty Water,https://www.hungpump.com/dsk,9.0,455.0,1e249d1a-dc16-49ca-a866-bbb664fae361
155,DSK-20,50,3,2,1.5kW,80,"3""",15.0,700,17,56,Dirty Water,https://www.hungpump.com/dsk,9.0,455.0,b9f1ad9f-2097-43fb-a9a3-1dc17dbadb08
156,DSK-20,50,3,2,1.5kW,80,"3""",15.0,700,17,56,Dirty Water,https://www.hungpump.com/dsk,9.0,455.0,32b58af5-d6b5-4a1f-bc1f-510c34c192f6
158,DSK-30,50,3,3,2.2kW,80,"3""",15.0,860,20,66,Dirty Water,https://www.hungpump.com/dsk,12.0,590.0,48429857-ea0f-4345-80b9-e7418ba4f2cd
160,DSK-50,50,3,5,3.7kW,100,"4""",15.0,1300,22,72,Dirty Water,https://www.hungpump.com/dsk,15.0,750.0,7818085e-2bb7-4b5e-ab31-ad40fd6e4b87
162,DSK-75,50,3,7.5,5.5kW,100,"4""",20.0,1400,24,79,Dirty Water,https://www.hungpump.com/dsk,15.0,1000.0,f691bbce-f234-494d-8b97-df3f91078486
164,DSP-10,50,1,1,750W,50,"2""",30.0,400,14,46,Dirty Water,https://www.hungpump.com/dsp,9.0,180.0,0e847db9-2387-4a49-98c5-50f91104bb3c
165,DSP-10,50,3,1,750W,50,"2""",30.0,400,14,46,Dirty Water,https://www.hungpump.com/dsp,9.0,180.0,069a8e71-3f43-47d5-8167-d69cc23a0b61
166,DSP-20,50,1,2,1.5kW,80,"3""",40.0,880,18,59,Dirty Water,https://www.hungpump.com/dsp,12.0,410.0,c13ece3e-f75c-4362-8ad6-9ec50d36a97e
167,DSP-20,50,3,2,1.5kW,80,"3""",40.0,880,18,59,Dirty Water,https://www.hungpump.com/dsp,12.0,410.0,61998115-13e9-436d-a263-c1fa77ee0ffb
169,DSP-30,50,3,3,2.2kW,80,"3""",40.0,1200,20,66,Dirty Water,https://www.hungpump.com/dsp,12.0,700.0,09519753-a54a-4f50-a27b-450737324d41
172,DSP-50,50,3,5,3.7kW,100,"4""",45.0,1300,22,72,Dirty Water,https://www.hungpump.com/dsp,12.0,870.0,db8df5d3-0faf-4ed3-bf51-c08ae6da736b
174,DSP-75,50,3,7.5,5.5kW,100,"4""",50.0,2100,24,79,Dirty Water,https://www.hungpump.com/dsp,9.0,1250.0,5922dddf-dcb1-4526-a194-24daf6a88a09
176,DSP-100,50,3,10,7.5kW,150,"6""",65.0,2500,28,92,Dirty Water,https://www.hungpump.com/dsp,9.0,1800.0,d5933631-8fd8-4cce-80e5-73a8fecf6186
179,DSP-150,50,3,15,11kW,150,"6""",65.0,3200,32,105,Dirty Water,https://www.hungpump.com/dsp,12.0,2050.0,f51297dd-191f-487a-9a5e-b9cb0deda90b
181,DSP-150,50,3,15,11kW,100,"4""",65.0,3200,32,105,Dirty Water,https://www.hungpump.com/dsp,12.0,2050.0,03fd4a61-c5c7-4538-9a07-cb959e28539a
183,DSPK-10,50,1,1,750W,50,"2""",30.0,400,14,46,Dirty Water,https://www.hungpump.com/dsp,9.0,180.0,18395ba3-bb9b-43ba-87d2-219fb5065124
184,DSPK-10,50,3,1,750W,50,"2""",30.0,400,14,46,Dirty Water,https://www.hungpump.com/dsp,9.0,180.0,e8d4e93f-eee1-43c6-94b4-393773a558bc
185,DSPK-100,50,3,10,7.5kW,150,"6""",65.0,2500,28,92,Dirty Water,https://www.hungpump.com/dsp,9.0,1800.0,5495aa13-f205-48cb-9895-f607c9d91fb7
186,DSPK-150,50,3,15,11kW,150,"6""",65.0,3200,32,105,Dirty Water,https://www.hungpump.com/dsp,12.0,2050.0,6481a55f-27cf-4a63-a810-203c09d9ca43
187,DSPK-20,50,1,2,1.5kW,80,"3""",40.0,880,18,59,Dirty Water,https://www.hungpump.com/dsp,12.0,410.0,4e388dd5-b4fc-41e8-bb32-e94a2ff9d40d
188,DSPK-20,50,3,2,1.5kW,80,"3""",40.0,880,18,59,Dirty Water,https://www.hungpump.com/dsp,12.0,410.0,feea6ebb-0dea-4f12-8e88-435162e564d9
189,DSPK-30,50,3,3,2.2kW,80,"3""",40.0,1200,20,66,Dirty Water,https://www.hungpump.com/dsp,12.0,700.0,199b8292-66ec-4591-b84f-64a7855b9608
190,DSPK-50,50,3,5,3.7kW,100,"4""",45.0,1300,22,72,Dirty Water,https://www.hungpump.com/dsp,12.0,870.0,3f6ff9ae-78da-4cc9-974c-ebc776d6b7a6
191,DSPK-75,50,3,7.5,5.5kW,100,"4""",50.0,2100,24,79,Dirty Water,https://www.hungpump.com/dsp,9.0,1250.0,25e508e3-d744-451c-95d5-ac7cf6a26181
192,FAS-150,50,1,1/5,150W,40,"1-1/2""",19.0,230,6,20,Gardening Pump,https://www.hungpump.com/fas,4.0,100.0,b26832e1-0dfc-4036-a5fd-b2410b4d0c89
193,FAS-150,50,1,1/5,150W,50,"2""",19.0,230,6,20,,https://www.hungpump.com/fas,4.0,100.0,a54ea4ab-4199-436a-b58b-fa5a25d04920
195,FAS-250,50,1,1/3,250W,40,"1-1/2""",19.0,270,7,23,,https://www.hungpump.com/fas,4.0,155.0,b2584303-6e1c-493b-bbb2-c5a80dc34f88
196,FAS-250,50,1,1/3,250W,50,"2""",19.0,270,7,23,,https://www.hungpump.com/fas,4.0,155.0,3a8d42d4-b89b-456a-86f9-fcdd5eafac92
198,FAS-400,50,1,1/2,400W,50,"2""",19.0,320,9,30,,https://www.hungpump.com/fas,6.0,200.0,209b287e-b620-4148-9dd5-b15d783a7ea9
199,FAS-750,50,1,1,750W,50,"2""",19.0,380,12,39,,https://www.hungpump.com/fas,8.0,215.0,de7867c7-eaf8-4079-9bde-93184f92c0ba
201,GC-07,50,1,3/4,550W,32,"1-1/4""",N/A,145,10,33,Grinder,https://www.hungpump.com/gc,6.0,110.0,edb67ed5-c98f-461f-992f-05fd34dab8e9
202,GC-07,50,3,3/4,550W,32,"1-1/4""",N/A,145,10,33,Grinder,https://www.hungpump.com/gc,6.0,110.0,41afedad-475b-4a55-b1ff-6ab038b5522e
203,GCB-07,50,1,3/4,550W,32,"1-1/4""",N/A,130,13,42,Grinder,https://www.hungpump.com/gcb,8.0,105.0,49808ce9-75a1-4387-9443-b4e171929908
204,GCB-07,50,1,3/4,550W,32,"1-1/4""",N/A,130,13,42,Grinder,https://www.hungpump.com/gcb,8.0,105.0,d3f710ed-9c59-4b89-998b-9e47eecee304
205,GC-10,50,1,1,750W,32,"1-1/4""",N/A,160,15,49,Grinder,https://www.hungpump.com/gc,9.0,115.0,0d546813-fdec-4758-a106-deace5d1f75b
207,GC-10,50,3,1,750W,32,"1-1/4""",N/A,160,15,49,Grinder,https://www.hungpump.com/gc,9.0,115.0,21c64cd6-eca7-4e4a-a5c5-cb499cc68fc3
208,GCB-10,50,1,1,750W,32,"1-1/4""",N/A,200,17,55,Grinder,https://www.hungpump.com/gcb,10.0,160.0,981e8295-d2e8-49e5-88e4-2e44c0f421d2
209,GCB-10,50,1,1,750W,32,"1-1/4""",N/A,200,17,55,Grinder,https://www.hungpump.com/gcb,10.0,160.0,4ea821a2-f487-4a24-9ba5-56e49908c990
210,GC-20,50,1,2,1.5kW,32,"1-1/4""",N/A,180,25,82,Grinder,https://www.hungpump.com/gc,15.0,150.0,0c837457-0f9b-4b62-88f4-751d9c30d42b
211,GC-20,50,3,2,1.5kW,32,"1-1/4""",N/A,180,25,82,Grinder,https://www.hungpump.com/gc,15.0,150.0,8fa05711-093a-4926-9c77-e0b16a26312d
212,GC-30,50,3,3,2.2kW,50,"2""",N/A,180,35,115,Grinder,https://www.hungpump.com/gc,20.0,140.0,742872b1-6a22-48cf-878c-30951f3ea37a
215,GC-30,50,3,3,2.2kW,50,"2""",N/A,180,35,115,Grinder,https://www.hungpump.com/gc,20.0,140.0,bbf07f58-003c-416e-b0ce-bf568946e3c6
216,GC-50,50,3,5,3.7kW,65,"2-1/2""",N/A,320,42,138,Grinder,https://www.hungpump.com/gc,30.0,220.0,ef7eaa59-d755-436f-a1a7-d21506d5cfcd
219,GC-75,50,3,7.5,5.5kW,65,"2-1/2""",N/A,320,50,164,Grinder,https://www.hungpump.com/gc,30.0,260.0,11e3b0df-70f0-4ee0-a79a-cadef0f10b2e
220,GD-15,50,1,1.5,1.1kW,32,"1-1/4""",N/A,230,20,66,Grinder,https://www.hungpump.com/gd,10.0,170.0,869a7a9f-7565-4e9d-9519-dbf85e5d2cb2
221,GD-15,50,3,1.5,1.1kW,32,"1-1/4""",N/A,230,20,66,Grinder,https://www.hungpump.com/gd,10.0,170.0,dd5e2707-fa57-4c2c-b3cb-7d6876ebd16f
222,GD-20,50,1,2,1.5kW,32,"1-1/4""",N/A,235,23,75,Grinder,https://www.hungpump.com/gd,15.0,150.0,ea78d386-ccb9-4426-8259-7e831b12657b
223,GD-20,50,3,2,1.5kW,32,"1-1/4""",N/A,235,23,75,Grinder,https://www.hungpump.com/gd,15.0,150.0,d165f15d-7b5c-4933-a9a3-dac05d7fc6f6
224,GD-30,50,3,3,2.2kW,32,"1-1/4""",N/A,235,28,92,Grinder,https://www.hungpump.com/gd,20.0,200.0,cc74eaa8-cac6-4bf1-a43e-5804f33912d9
225,GDH-15,50,1,1.5,1.1kW,32,"1-1/4""",N/A,110,29,95,Grinder,https://www.hungpump.com/gdh,20.0,80.0,1668c502-7cd7-4c74-bad9-f783140fc972
226,GDH-15,50,3,1.5,1.1kW,32,"1-1/4""",N/A,110,29,95,Grinder,https://www.hungpump.com/gdh,20.0,80.0,0f02b7ed-28f3-4e92-8e46-0e820a6bef10
227,GDH-20,50,1,2,1.5kW,32,"1-1/4""",N/A,175,30,98,Grinder,https://www.hungpump.com/gdh,20.0,135.0,0e653fb9-a8c7-43b0-8019-1cab3d9d84c1
228,GDH-20,50,3,2,1.5kW,32,"1-1/4""",N/A,175,30,98,Grinder,https://www.hungpump.com/gdh,20.0,135.0,9f2a4df6-2bec-45ca-a94c-32878c497fc4
232,GS-15,50,1,1.5,1.1kW,32,"1-1/4""",N/A,50,85,280,Grinder,https://www.hungpump.com/gs,50.0,20.0,f965bb6e-b22b-4dc3-9ab1-d62ca89fd5b9
234,GS-15,50,3,1.5,1.1kW,32,"1-1/4""",N/A,50,85,280,Grinder,https://www.hungpump.com/gs,50.0,20.0,194de8af-61da-4325-9869-3433ada1b4f7
236,HD-10,50,1,1,750W,80,"3""",10.0,600,9.5,31,,https://www.hungpump.com/hd,6.0,320.0,f6f8f836-9b12-447d-8dae-d581b4160060
237,HD-10,50,3,1,750W,80,"3""",10.0,600,9.5,31,,https://www.hungpump.com/hd,6.0,320.0,0a48a8a4-d7d9-403c-a017-bd9b25a3ffc6
238,HD-15,50,1,1.5,1.1kW,80,"3""",10.0,820,10,33,,https://www.hungpump.com/hd,6.0,440.0,2bf3c164-abe8-46c9-97c7-8427288a7b07
239,HD-15,50,3,1.5,1.1kW,80,"3""",10.0,820,10,33,,https://www.hungpump.com/hd,6.0,440.0,a3c9821f-7e20-44d0-8d2e-cf5792391fa1
240,HD-20,50,1,2,1.5kW,80,"3""",10.0,1050,11.5,38,,https://www.hungpump.com/hd,6.0,790.0,29cb4bfd-838b-4f0e-928e-c2eecf041fc4
241,HD-20,50,3,2,1.5kW,80,"3""",10.0,1050,11.5,38,,https://www.hungpump.com/hd,4.5,790.0,9281331c-fac2-48f0-9849-c62c49113aef
242,HF-10,50,1,1.5,1.1kW,80,"3""",19.0,850,8,26,Sewage and Wastewater,https://www.hungpump.com/hf,4.5,550.0,6d346e4b-ec5b-4a24-8d83-6bc8f210e9aa
243,HF-10,50,3,1.5,1.1kW,80,"3""",19.0,850,8,26,Sewage and Wastewater,https://www.hungpump.com/hf,7.5,550.0,05fa470b-887b-4da7-9e01-83c48e90353c
244,HF-20,50,1,2,1.5kW,80,"3""",19.0,1200,12,39,Sewage and Wastewater,https://www.hungpump.com/hf,7.5,610.0,1ae6b41b-cf73-4a07-b72a-99d79bea4d7b
245,HF-20,50,3,2,1.5kW,80,"3""",19.0,1200,12,39,Sewage and Wastewater,https://www.hungpump.com/hf,12.0,610.0,b6bfc2a8-8841-4dc1-959d-4cba366d6b3c
246,JA-20,50,1,2,1.5kW,80,"3""",35.0,620,18,59,Dirty Water,https://www.hungpump.com/ja,12.0,410.0,67b081ae-65a8-4596-a979-38f6fd39fb4a
