DB ID,Model No.,Frequency_Hz,Phase,HP,Power(KW),Outlet (mm),Outlet (inch),Pass Solid Dia(mm),Max Flow (LPM),Max Head (M),Max Head (ft),Category,Product Link,Head Rated/M,Q Rated/LPM
466,KHL-10,50,1,1,750W,50,"2""",8,220,25,82,Dirty Water,https://www.hungpump.com/khl,15,130
467,KHL-10,50,3,1,750W,50,"2""",8,220,25,82,Dirty Water,https://www.hungpump.com/khl,15,130
468,KHL-05A,50,1,1/2,400W,32,"1-1/4""",8,180,20,66,Dirty Water,https://www.hungpump.com/khl,12,115
469,KHL-10A,50,1,1,750W,50,"2""",8,220,25,82,Dirty Water,https://www.hungpump.com/khl,15,130
470,KHL-05V,50,1,1/2,400W,32,"1-1/4""",8,180,20,66,Dirty Water,https://www.hungpump.com/khl,12,115
471,KHL-10V,50,1,1,750W,50,"2""",8,220,25,82,Dirty Water,https://www.hungpump.com/khl,15,130
472,100ADL65.5,60,3,7.5,5.5kW,100,"4""",80,"2,850",18,59,Dirty Water,https://www.hungpump.com/adl,12,1300
473,100ADL65.5,60,3,7.5,5.5kW,100,"4""",80,"2,850",18,59,Dirty Water,https://www.hungpump.com/adl,12,1300
474,100ADL65.5,60,3,7.5,5.5kW,100,"4""",80,"2,850",18,59,Dirty Water,https://www.hungpump.com/adl,12,1300
475,100ADL67.5,60,3,10,7.5kW,100,"4""",80,"3,050",22,72,Dirty Water,https://www.hungpump.com/adl,12,1850
476,100ADL67.5,60,3,10,7.5kW,100,"4""",80,"3,050",22,72,Dirty Water,https://www.hungpump.com/adl,12,1850
477,100ADL67.5,60,3,10,7.5kW,100,"4""",80,"3,050",22,72,Dirty Water,https://www.hungpump.com/adl,12,1850
478,50ADVS5.75,60,1,1,750W,50,"2""",33,320,14,46,Dirty Water,https://www.hungpump.com/advs,9,140
479,50ADVS5.75,60,1,1,750W,50,"2""",33,320,14,46,Dirty Water,https://www.hungpump.com/advs,9,140
480,50ADVS5.75,60,3,1,750W,50,"2""",33,320,14,46,Dirty Water,https://www.hungpump.com/advs,9,140
481,50ADVS5.75,60,3,1,750W,50,"2""",33,320,14,46,Dirty Water,https://www.hungpump.com/advs,9,140
482,50ADVS51.5,60,1,2,1.5kW,50,"2""",31,420,22,72,Dirty Water,https://www.hungpump.com/advs,12,250
483,50ADVS51.5,60,3,2,1.5kW,50,"2""",31,420,22,72,Dirty Water,https://www.hungpump.com/advs,12,250
484,50ADVS51.5,60,3,2,1.5kW,50,"2""",31,420,22,72,Dirty Water,https://www.hungpump.com/advs,12,250
485,50ADVS61.5,60,3,2,1.5kW,50,"2""",31,420,22,72,Dirty Water,https://www.hungpump.com/advs,12,250
486,65ADL61.5,60,1,2,1.5kW,65,"2-1/2""",40,850,15,49,Dirty Water,https://www.hungpump.com/adl,9,370
487,65ADL61.5,60,3,2,1.5kW,65,"2-1/2""",40,850,15,49,Dirty Water,https://www.hungpump.com/adl,9,370
488,65ADL61.5,60,3,2,1.5kW,65,"2-1/2""",40,850,15,49,Dirty Water,https://www.hungpump.com/adl,9,370
489,65ADVS61.5,60,1,2,1.5kW,65,"2-1/2""",45,700,17,56,Dirty Water,https://www.hungpump.com/advs,9,420
490,65ADVS61.5,60,3,2,1.5kW,65,"2-1/2""",45,700,17,56,Dirty Water,https://www.hungpump.com/advs,9,420
491,65ADVS61.5,60,3,2,1.5kW,65,"2-1/2""",45,700,17,56,Dirty Water,https://www.hungpump.com/advs,9,420
492,80ADL61.5,60,1,2,1.5kW,80,"3""",50,"1,000",13,43,Dirty Water,https://www.hungpump.com/adl,9,450
493,80ADL61.5,60,3,2,1.5kW,80,"3""",50,1000,13,43,Dirty Water,https://www.hungpump.com/adl,9,450
494,80ADL61.5,60,3,2,1.5kW,80,"3""",50,1000,13,43,Dirty Water,https://www.hungpump.com/adl,9,450
495,80ADL62.2,60,3,3,2.2kW,80,"3""",50,1200,15,49,Dirty Water,https://www.hungpump.com/adl,9,800
496,80ADL62.2,60,3,3,2.2kW,80,"3""",50,1200,15,49,Dirty Water,https://www.hungpump.com/adl,9,800
497,80ADL62.2,60,3,3,2.2kW,80,"3""",50,1200,15,49,Dirty Water,https://www.hungpump.com/adl,9,800
498,80ADL63.7,60,3,5,3.7kW,80,"3""",48,1680,20,66,Dirty Water,https://www.hungpump.com/adl,12,1080
499,80ADL63.7,60,3,5,3.7kW,80,"3""",48,1680,20,66,Dirty Water,https://www.hungpump.com/adl,12,1080
500,80ADL63.7,60,3,5,3.7kW,80,"3""",48,1680,20,66,Dirty Water,https://www.hungpump.com/adl,12,1080
501,80ADVS52.2,60,3,3,2.2kW,80,"3""",50,1100,19,62,Dirty Water,https://www.hungpump.com/advs,12,580
502,80ADVS52.2,60,3,3,2.2kW,80,"3""",50,1100,19,62,Dirty Water,https://www.hungpump.com/advs,12,580
503,80ADVS62.2,60,3,3,2.2kW,80,"3""",50,1100,19,62,Dirty Water,https://www.hungpump.com/advs,12,580
504,80ADVS53.7,60,3,5,3.7kW,80,"3""",55,1200,23,75,Dirty Water,https://www.hungpump.com/advs,12,750
505,80ADVS53.7,60,3,5,3.7kW,80,"3""",55,1200,23,75,Dirty Water,https://www.hungpump.com/advs,12,750
506,BAH-400,60,1,1/2,400W,32,"1-1/4""",8,180,20,66,Dirty Water,https://www.hungpump.com/bah,12,115
507,BAH-400J,60,1,1/2,400W,32,"1-1/4""",8,180,20,66,Dirty Water,https://www.hungpump.com/bah,12,115
508,BAH-400,60,1,1/2,400W,32,"1-1/4""",8,180,20,66,Dirty Water,https://www.hungpump.com/bah,12,115
509,BAH-750,60,1,1,750W,50,"2""",8,220,25,82,Dirty Water,https://www.hungpump.com/bah,15,130
510,BAH-750,60,1,1,750W,50,"2""",8,220,25,82,Dirty Water,https://www.hungpump.com/bah,15,130
511,BAH-750,60,3,1,750W,50,"2""",8,220,25,82,Dirty Water,https://www.hungpump.com/bah,15,130
512,BAH-750,60,3,1,750W,50,"2""",8,220,25,82,Dirty Water,https://www.hungpump.com/bah,15,130
513,BAS-100,60,1,1/6,100W,25,"1""",6,90,6,20,Dirty Water,https://www.hungpump.com/bas,4,60
514,BAS-100,60,1,1/6,100W,25,"1""",6,90,6,20,Dirty Water,https://www.hungpump.com/bas,4,60
515,BAS-200,60,1,1/4,200W,32,"1-1/4""",7,140,7,23,Dirty Water,https://www.hungpump.com/bas,3,95
516,BAS-200,60,1,1/4,200W,32,"1-1/4""",7,140,7,23,Dirty Water,https://www.hungpump.com/bas,4,95
517,BAS-300,60,1,1/3,300W,40,"1-1/2""",9,200,8,26,Dirty Water,https://www.hungpump.com/bas,4,150
518,BAS-300,60,1,1/3,300W,40,"1-1/2""",9,200,8,26,Dirty Water,https://www.hungpump.com/bas,4,150
519,BAS-400,60,1,1/2,400W,50,"2""",12,270,10,33,Dirty Water,https://www.hungpump.com/bas,6,160
520,BAS-400,60,1,1/2,400W,50,"2""",12,270,10,33,Dirty Water,https://www.hungpump.com/bas,6,160
521,BAS-600,60,1,3/4,600W,50,"2""",15,300,11,36,Dirty Water,https://www.hungpump.com/bas,6,195
522,BAS-600,60,1,3/4,600W,50,"2""",15,300,11,36,Dirty Water,https://www.hungpump.com/bas,6,195
523,BAV-150,60,1,1/5,150W,32,"1-1/4""",10,160,6,20,Dirty Water,https://www.hungpump.com/bav,3,115
524,BAV-150,60,1,1/5,150W,32,"1-1/4""",10,160,6,20,Dirty Water,https://www.hungpump.com/bav,3,115
525,BAV-250,60,1,1/3,250W,40,"1-1/2""",25,200,8,26,Dirty Water,https://www.hungpump.com/bav,4.5,120
526,BAV-250S,60,1,1/3,250W,40,"1-1/2""",25,200,8,26,Dirty Water,https://www.hungpump.com/bav,4.5,120
527,LB-25,60,1,1/3,250W,40,"1-1/2""",25,200,8,26,Dirty Water,https://www.hungpump.com/lb,4.5,120
528,BAV-250,60,1,1/3,250W,40,"1-1/2""",25,200,8,26,Dirty Water,https://www.hungpump.com/bav,4.5,120
529,BAV-250,60,3,1/3,250W,40,"1-1/2""",25,200,8,26,Dirty Water,https://www.hungpump.com/bav,4.5,120
530,BAV-250,60,3,1/3,250W,40,"1-1/2""",25,200,8,26,Dirty Water,https://www.hungpump.com/bav,4.5,120
531,BAV-400,60,1,1/2,400W,50,"2""",30,300,10,33,Dirty Water,https://www.hungpump.com/bav,6,185
532,BAV-400,60,1,1/2,400W,50,"2""",30,300,10,33,Dirty Water,https://www.hungpump.com/bav,6,185
533,BAV-400,60,3,1/2,400W,50,"2""",30,300,10,33,Dirty Water,https://www.hungpump.com/bav,6,185
534,BAV-400,60,3,1/2,400W,50,"2""",30,300,10,33,Dirty Water,https://www.hungpump.com/bav,6,185
535,BAV-400A,60,1,1/2,400W,50,"2""",30,300,10,33,Dirty Water,https://www.hungpump.com/bav,6,185
536,BAV-550,60,1,3/4,550W,50,"2""",35,340,12,39,Dirty Water,https://www.hungpump.com/bav,7.5,170
537,LB-75,60,1,3/4,550W,50,"2""",35,340,12,39,Dirty Water,https://www.hungpump.com/lb,7.5,170
538,BAV-550,60,1,3/4,550W,50,"2""",35,340,12,39,Dirty Water,https://www.hungpump.com/bav,7.5,170
539,BAV-550,60,3,3/4,550W,50,"2""",35,340,12,39,Dirty Water,https://www.hungpump.com/bav,7.5,170
540,BAV-550,60,3,3/4,550W,50,"2""",35,340,12,39,Dirty Water,https://www.hungpump.com/bav,7.5,170
541,BCV-1500-35,60,1,2,1.5kW,80,"3""",35,680,18,59,Dirty Water,https://www.hungpump.com/bcv,12,440
542,BCV-1500-35,60,3,2,1.5kW,80,"3""",35,680,18,59,Dirty Water,https://www.hungpump.com/bcv,12,440
543,BCV-1500-35,60,3,2,1.5kW,80,"3""",35,680,18,59,Dirty Water,https://www.hungpump.com/bcv,12,440
544,BCV-1500-50,60,1,2,1.5kW,80,"3""",50,720,16,52,Dirty Water,https://www.hungpump.com/bcv,9,480
545,BCV-1500-50,60,3,2,1.5kW,80,"3""",50,720,16,52,Dirty Water,https://www.hungpump.com/bcv,9,480
546,BCV-1500-50,60,3,2,1.5kW,80,"3""",50,720,16,52,Dirty Water,https://www.hungpump.com/bcv,9,480
547,BCV-1500-65,60,1,2,1.5kW,80,"3""",65,900,9,30,Dirty Water,https://www.hungpump.com/bcv,6,520
548,BCV-1500-65,60,3,2,1.5kW,80,"3""",65,900,9,30,Dirty Water,https://www.hungpump.com/bcv,6,520
549,BCV-1500-65,60,3,2,1.5kW,80,"3""",65,900,9,30,Dirty Water,https://www.hungpump.com/bcv,6,520
550,BCV-2200-35,60,3,3,2.2kW,80,"3""",35,800,20,66,Dirty Water,https://www.hungpump.com/bcv,12,540
551,BCV-2200-35,60,3,3,2.2kW,80,"3""",35,800,20,66,Dirty Water,https://www.hungpump.com/bcv,12,540
552,BCV-2200-50,60,3,3,2.2kW,80,"3""",50,900,18,59,Dirty Water,https://www.hungpump.com/bcv,12,430
553,BCV-2200-50,60,3,3,2.2kW,80,"3""",50,900,18,59,Dirty Water,https://www.hungpump.com/bcv,12,430
554,BCV-2200-65,60,3,3,2.2kW,80,"3""",65,1200,11,36,Dirty Water,https://www.hungpump.com/bcv,6,700
555,BCV-2200-65,60,3,3,2.2kW,80,"3""",65,1200,11,36,Dirty Water,https://www.hungpump.com/bcv,6,700
556,BCV-2200-80,60,3,3,2.2kW,80,"3""",80,1300,9,30,Dirty Water,https://www.hungpump.com/bcv,6,800
557,BCV-2200-80,60,3,3,2.2kW,80,"3""",80,1300,9,30,Dirty Water,https://www.hungpump.com/bcv,6,800
558,BCV-3700-50,60,3,5,3.7kW,100,"4""",50,1100,21,69,Dirty Water,https://www.hungpump.com/bcv,12,690
559,BCV-3700-50,60,3,5,3.7kW,100,"4""",50,1100,21,69,Dirty Water,https://www.hungpump.com/bcv,12,690
560,BCV-3700-80,60,3,5,3.7kW,100,"4""",80,1500,11,36,Dirty Water,https://www.hungpump.com/bcv,6,1060
561,BCV-3700-80,60,3,5,3.7kW,100,"4""",80,1500,11,36,Dirty Water,https://www.hungpump.com/bcv,6,1060
562,BCV-400-30,60,1,1/2,400W,50,"2""",30,320,9,30,Dirty Water,https://www.hungpump.com/bcv,6,200
563,BCV-400-30,60,1,1/2,400W,50,"2""",30,320,9,30,Dirty Water,https://www.hungpump.com/bcv,6,200
564,BCV-400-50,60,1,1/2,400W,50,"2""",50,380,7,23,Dirty Water,https://www.hungpump.com/bcv,4,250
565,BCV-400-50,60,1,1/2,400W,50,"2""",50,380,7,23,Dirty Water,https://www.hungpump.com/bcv,4,250
566,BCV-5500-50,60,3,5,3.7kW,100,"4""",50,1200,28,92,Dirty Water,https://www.hungpump.com/bcv,15,850
567,BCV-5500-50,60,3,5,3.7kW,100,"4""",50,1200,28,92,Dirty Water,https://www.hungpump.com/bcv,15,850
568,BCV-750-30,60,1,1,750W,50,"2""",30,380,12,39,Dirty Water,https://www.hungpump.com/bcv,6,270
569,BCV-750-30,60,1,1,750W,50,"2""",30,380,12,39,Dirty Water,https://www.hungpump.com/bcv,6,270
570,BCV-750-50,60,1,1,750W,50,"2""",50,500,10,33,Dirty Water,https://www.hungpump.com/bcv,6,370
571,BCV-750-50,60,1,1,750W,50,"2""",50,500,10,33,Dirty Water,https://www.hungpump.com/bcv,6,370
572,BDC-400,50,1,1/2,400W,50,"2""",12,185,6,20,,https://www.hungpump.com/bdc,3,125
573,BDC-400,60,1,1/2,400W,50,"2""",12,185,6,20,,https://www.hungpump.com/bdc,3,125
574,BPH-300,60,1,1/3,300W,40,"1-1/2""",3,75,21,69,,https://www.hungpump.com/bph,12,50
575,BPH-300,60,1,1/3,300W,40,"1-1/2""",3,75,21,69,,https://www.hungpump.com/bph,12,50
576,BPO-100,60,1,1/6,100W,25,"1""",3,70,6.5,21,Clean Water,https://www.hungpump.com/bpo,4,41
577,BPO-100,60,1,1/6,100W,25,"1""",3,70,6.5,21,Clean Water,https://www.hungpump.com/bpo,4,41
578,BPO-100,60,1,1/6,100W,25,"1""",3,70,6,20,Clean Water,https://www.hungpump.com/bpo,3,60
579,BPO-100EA,60,1,1/6,100W,25,"1""",3,70,6.5,21,Clean Water,https://www.hungpump.com/bpo,4,41
580,BPO-100EA,60,1,1/6,100W,25,"1""",3,70,6.5,21,Clean Water,https://www.hungpump.com/bpo,4,41
581,BPO-100EA,60,1,1/6,100W,25,"1""",3,70,6,20,Clean Water,https://www.hungpump.com/bpo,3,60
582,BPO-200,60,1,1/4,200W,32,"1-1/4""",3,130,7,23,Clean Water,https://www.hungpump.com/bpo,4,85
583,BPO-200,60,1,1/4,200W,32,"1-1/4""",3,115,7,23,Clean Water,https://www.hungpump.com/bpo,3,66
584,BPO-200EA,60,1,1/4,200W,32,"1-1/4""",3,130,7,23,Clean Water,https://www.hungpump.com/bpo,4,85
585,BPO-200EA,60,1,1/4,200W,32,"1-1/4""",3,115,7,23,Clean Water,https://www.hungpump.com/bpo,3,66
586,BPO-300,60,1,1/3,300W,40,"1-1/2""",6,200,8.5,28,Clean Water,https://www.hungpump.com/bpo,6,110
587,BPO-300,60,1,1/3,300W,40,"1-1/2""",6,200,8.5,28,Clean Water,https://www.hungpump.com/bpo,6,110
588,BPO-300A,60,1,1/3,300W,40,"1-1/2""",6,200,8.5,28,Clean Water,https://www.hungpump.com/bpo,6,110
589,BPO-300A,60,1,1/3,300W,40,"1-1/2""",6,200,8.5,28,Clean Water,https://www.hungpump.com/bpo,6,110
590,BPO-300EA,60,1,1/3,300W,40,"1-1/2""",6,200,8.5,28,Clean Water,https://www.hungpump.com/bpo,6,110
591,BPO-300EA,60,1,1/3,300W,40,"1-1/2""",6,200,8.5,28,Clean Water,https://www.hungpump.com/bpo,6,110
592,BPS-100,60,1,1/6,100W,25,"1""",3,70,6.5,21,Clean Water,https://www.hungpump.com/bps,4,41
593,BPS-100,60,1,1/6,100W,25,"1""",3,70,6.5,21,Clean Water,https://www.hungpump.com/bps,4,41
594,BPS-100G,60,1,1/6,100W,25,"1""",3,70,6.5,21,Clean Water,https://www.hungpump.com/bps,4,41
595,BPS-100G,60,1,1/6,100W,25,"1""",3,70,6.5,21,Clean Water,https://www.hungpump.com/bps,4,41
596,BPS-100GA,60,1,1/6,100W,25,"1""",3,70,6.5,21,Clean Water,https://www.hungpump.com/bps,4,41
597,BPS-100GA,60,1,1/6,100W,25,"1""",3,70,6.5,21,Clean Water,https://www.hungpump.com/bps,4,41
598,BPS-180M,60,1,1/6,100W,25,"1""",5,120,5.5,18,Clean Water,https://www.hungpump.com/bps,3,80
599,BPS-180M,60,1,1/6,100W,25,"1""",5,120,5.5,18,Clean Water,https://www.hungpump.com/bps,3,80
600,BPS-200,60,1,1/4,200W,32,"1-1/4""",5,140,7,23,Clean Water,https://www.hungpump.com/bps,4,100
601,M-68,60,1,1/4,200W,32,"1-1/4""",5,140,7,23,Clean Water,https://www.hungpump.com/m,4,100
602,M-68A,60,1,1/4,200W,32,"1-1/4""",5,140,7,23,Clean Water,https://www.hungpump.com/m,4,100
603,BPS-200,60,1,1/4,200W,32,"1-1/4""",5,140,7,23,Clean Water,https://www.hungpump.com/bps,4,100
604,BPS-200D,60,1,1/4,200W,32,"1-1/4""",5,180,6.5,21,Clean Water,https://www.hungpump.com/bps,4,100
605,BPS-200D,60,1,1/4,200W,32,"1-1/4""",5,180,6.5,21,Clean Water,https://www.hungpump.com/bps,4,100
606,BPS-200M,60,1,1/4,200W,32,"1-1/4""",5,180,6.5,21,Clean Water,https://www.hungpump.com/bps,4,100
607,BPS-200M,60,1,1/4,200W,32,"1-1/4""",5,180,6.5,21,Clean Water,https://www.hungpump.com/bps,4,100
608,BPS-300,60,1,1/3,300W,40,"1-1/2""",5,180,8,26,Clean Water,https://www.hungpump.com/bps,4,120
609,BPS-300,60,1,1/3,300W,40,"1-1/2""",5,180,8,26,Clean Water,https://www.hungpump.com/bps,4,120
610,BPS-300A,60,1,1/3,300W,40,"1-1/2""",5,180,8,26,Clean Water,https://www.hungpump.com/bps,4,120
611,BPS-300A,60,1,1/3,300W,40,"1-1/2""",5,180,8,26,Clean Water,https://www.hungpump.com/bps,4,120
612,BPS-400,60,1,1/2,400W,50,"2""",5,220,9,30,Clean Water,https://www.hungpump.com/bps,6,100
613,BPS-400,60,1,1/2,400W,50,"2""",5,220,9,30,Clean Water,https://www.hungpump.com/bps,6,100
614,BPS-400A,60,1,1/2,400W,50,"2""",5,220,9,30,Clean Water,https://www.hungpump.com/bps,6,100
615,BPS-400A,60,1,1/2,400W,50,"2""",5,220,9,30,Clean Water,https://www.hungpump.com/bps,6,100
616,BPS-400V,60,1,1/2,400W,50,"2""",5,220,9,30,Clean Water,https://www.hungpump.com/bps,6,100
617,BPS-400V,60,1,1/2,400W,50,"2""",5,220,9,30,Clean Water,https://www.hungpump.com/bps,6,100
618,BPS-80,60,1,1/10,80W,20,"3/4""",3,40,4,13,Clean Water,https://www.hungpump.com/bps,2,35
619,BPS-80,60,1,1/10,80W,20,"3/4""",3,40,4,13,Clean Water,https://www.hungpump.com/bps,2,35
620,BPS-80A,60,1,1/10,80W,20,"3/4""",3,40,4,13,Clean Water,https://www.hungpump.com/bps,2,35
621,BPS-80A,60,1,1/10,80W,20,"3/4""",3,40,4,13,Clean Water,https://www.hungpump.com/bps,2,35
622,DC-1812,60,1,1/8,96W,25,"1""",3,115,0.75,2,Speciality Pump,https://www.hungpump.com/dc,3,48
623,DC-1812,50,1,1/8,96W,25,"1""",3,115,0.75,2,Speciality Pump,https://www.hungpump.com/dc,3,48
624,DC-1824,60,1,1/6,120W,25,"1""",3,115,0.75,2,Speciality Pump,https://www.hungpump.com/dc,3,48
625,DC-1824,50,1,1/6,120W,25,"1""",3,115,0.75,2,Speciality Pump,https://www.hungpump.com/dc,3,48
626,DC-2312,60,1,1/4,132W,25,"1""",3,145,2.3,8,Speciality Pump,https://www.hungpump.com/dc,3,80
627,DC-2312,50,1,1/4,132W,25,"1""",3,145,2.3,8,Speciality Pump,https://www.hungpump.com/dc,3,80
628,DC-2324,60,1,1/4,132W,25,"1""",3,145,2.3,8,Speciality Pump,https://www.hungpump.com/dc,3,80
629,DC-2324,50,1,1/4,132W,25,"1""",3,145,2.3,8,Speciality Pump,https://www.hungpump.com/dc,3,80
630,DC-3024,60,1,1/4,168W,32,"1-1/4""",5,190,5.5,18,Speciality Pump,https://www.hungpump.com/dc,3,120
631,DC-3024,50,1,1/4,168W,32,"1-1/4""",5,190,5.5,18,Speciality Pump,https://www.hungpump.com/dc,3,120
632,DS-05,60,1,1/2,400W,50,"2""",15,300,10,33,Dirty Water,https://www.hungpump.com/dsk,6,220
633,DS-05,60,1,1/2,400W,50,"2""",15,300,10,33,Dirty Water,https://www.hungpump.com/dsk,6,220
634,DS-05,60,3,1/2,400W,50,"2""",15,300,10,33,Dirty Water,https://www.hungpump.com/dsk,6,220
635,DS-05,60,3,1/2,400W,50,"2""",15,300,10,33,Dirty Water,https://www.hungpump.com/dsk,6,220
636,DS-10,60,1,1,750W,50,"2""",15,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9,220
637,DS-10,60,1,1,750W,50,"2""",15,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9,220
638,DS-10A,60,1,1,750W,80,"3""",15,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9,220
639,DS-10,60,1,1,750W,50,"2""",15,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9,220
640,DS-10,60,1,1,750W,80,"3""",15,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9,220
641,DS-10,60,3,1,750W,50,"2""",15,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9,220
642,DS-10,60,3,1,750W,50,"2""",15,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9,220
643,DS-100,60,3,10,7.5kW,100,"4""",27,1530,28,92,Dirty Water,https://www.hungpump.com/dsk,15,1300
644,DS-100,60,3,10,7.5kW,100,"4""",27,1530,28,92,Dirty Water,https://www.hungpump.com/dsk,15,1300
645,DS-20,60,1,2,1.5kW,80,"3""",15,660,18,59,Dirty Water,https://www.hungpump.com/dsk,9,480
646,DS-20,60,3,2,1.5kW,80,"3""",15,660,18,59,Dirty Water,https://www.hungpump.com/dsk,9,480
647,DS-20,60,3,2,1.5kW,80,"3""",15,660,18,59,Dirty Water,https://www.hungpump.com/dsk,9,480
648,DS-20,60,3,2,1.5kW,80,"3""",35,960,15.5,51,Dirty Water,https://www.hungpump.com/dsk,9,620
649,DS-20,60,3,2,1.5kW,80,"3""",35,960,15.5,51,Dirty Water,https://www.hungpump.com/dsk,9,620
650,DS-20G,60,3,2,1.5kW,80,"3""",35,960,15.5,51,Dirty Water,https://www.hungpump.com/dsk,9,620
651,DS-20F,60,3,2,1.5kW,80,"3""",35,960,15.5,51,Dirty Water,https://www.hungpump.com/dsk,9,620
652,DS-20F,60,3,2,1.5kW,80,"3""",35,960,15.5,51,Dirty Water,https://www.hungpump.com/dsk,9,620
653,DS-30,60,3,3,2.2kW,80,"3""",15,820,19,62,Dirty Water,https://www.hungpump.com/dsk,9,580
654,DS-30,60,3,3,2.2kW,80,"3""",15,820,19,62,Dirty Water,https://www.hungpump.com/dsk,9,800
655,DS-30,60,3,3,2.2kW,80,"3""",35,"1,200",20,66,Dirty Water,https://www.hungpump.com/dsk,12,800
656,DS-30,60,3,3,2.2kW,80,"3""",35,"1,200",20,66,Dirty Water,https://www.hungpump.com/dsk,12,800
657,DS-30,60,3,3,2.2kW,80,"3""",35,"1,200",20,66,Dirty Water,https://www.hungpump.com/dsk,12,800
658,DS-30G,60,3,3,2.2kW,80,"3""",35,"1,200",20,66,Dirty Water,https://www.hungpump.com/dsk,12,800
659,DS-30G,60,3,3,2.2kW,80,"3""",35,"1,200",20,66,Dirty Water,https://www.hungpump.com/dsk,12,800
660,DS-30F,60,3,3,2.2kW,80,"3""",35,"1,200",20,66,Dirty Water,https://www.hungpump.com/dsk,12,800
661,DS-30F,60,3,3,2.2kW,80,"3""",35,"1,200",20,66,Dirty Water,https://www.hungpump.com/dsk,12,800
662,DS-50,60,3,5,3.7kW,100,"4""",15,1180,21,69,Dirty Water,https://www.hungpump.com/dsk,15,560
663,DS-50,60,3,5,3.7kW,100,"4""",15,1180,21,69,Dirty Water,https://www.hungpump.com/dsk,15,560
664,DS-50,60,3,5,3.7kW,80,"3""",35,"1,400",26,85,Dirty Water,https://www.hungpump.com/dsk,15,1020
665,DS-50,60,3,5,3.7kW,80,"3""",35,"1,400",26,85,Dirty Water,https://www.hungpump.com/dsk,15,1020
666,DS-50G,60,3,5,3.7kW,80,"3""",35,"1,400",26,85,Dirty Water,https://www.hungpump.com/dsk,15,1020
667,DS-50F,60,3,5,3.7kW,80,"3""",35,"1,400",26,85,Dirty Water,https://www.hungpump.com/dsk,15,1020
668,DS-50F,60,3,5,3.7kW,80,"3""",35,"1,400",26,85,Dirty Water,https://www.hungpump.com/dsk,15,1020
669,DS-75,60,3,7.5,5.5kW,100,"4""",20,1320,24,79,Dirty Water,https://www.hungpump.com/dsk,15,1100
670,DS-75,60,3,7.5,5.5kW,100,"4""",20,1320,24,79,Dirty Water,https://www.hungpump.com/dsk,15,1100
671,DSK-05,60,1,1/2,400W,50,"2""",15,300,10,33,Dirty Water,https://www.hungpump.com/dsk,6,220
672,DSK-05,60,1,1/2,400W,50,"2""",15,300,10,33,Dirty Water,https://www.hungpump.com/dsk,6,220
673,DSK-05,60,3,1/2,400W,50,"2""",15,300,10,33,Dirty Water,https://www.hungpump.com/dsk,6,220
674,DSK-05,60,1,1/2,400W,50,"2""",15,300,10,33,Dirty Water,https://www.hungpump.com/dsk,6,220
675,DSK-05,60,1,1/2,400W,50,"2""",15,300,10,33,Dirty Water,https://www.hungpump.com/dsk,6,220
676,DSK-05A,60,1,1/2,400W,50,"2""",15,300,10,33,Dirty Water,https://www.hungpump.com/dsk,6,220
677,DSK-10,60,1,1,750W,50,"2""",15,300,10,33,Dirty Water,https://www.hungpump.com/dsk,6,220
678,DSK-10,60,3,1,750W,80,"3""",15,300,10,33,Dirty Water,https://www.hungpump.com/dsk,6,220
679,DSK-10,60,1,1,750W,50,"2""",15,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9,220
680,DSK-10,60,1,1,750W,50,"2""",15,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9,220
681,DSK-10,60,3,1,750W,50,"2""",15,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9,220
682,DSK-10,60,3,1,750W,50,"2""",15,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9,220
683,DSK-100,60,3,10,7.5kW,100,"4""",27,1530,28,92,Dirty Water,https://www.hungpump.com/dsk,15,1300
684,DSK-100,60,3,10,7.5kW,100,"4""",27,1530,28,92,Dirty Water,https://www.hungpump.com/dsk,15,1300
685,DSK-10A,60,1,1,750W,50,"2""",15,420,14,46,Dirty Water,https://www.hungpump.com/dsk,9,220
686,DSK-20,60,1,2,1.5kW,80,"3""",15,300,10,33,Dirty Water,https://www.hungpump.com/dsk,6,220
687,DSK-20,60,1,2,1.5kW,80,"3""",15,660,18,59,Dirty Water,https://www.hungpump.com/dsk,9,480
688,DSK-20,60,3,2,1.5kW,80,"3""",15,660,18,59,Dirty Water,https://www.hungpump.com/dsk,9,480
689,DSK-20,60,3,2,1.5kW,80,"3""",15,660,18,59,Dirty Water,https://www.hungpump.com/dsk,9,480
690,DSK-30,60,3,3,2.2kW,80,"3""",15,820,19,62,Dirty Water,https://www.hungpump.com/dsk,9,580
691,DSK-30,60,3,3,2.2kW,80,"3""",15,820,19,62,Dirty Water,https://www.hungpump.com/dsk,9,580
692,DSK-50,60,3,5,3.7kW,100,"4""",15,1180,21,69,Dirty Water,https://www.hungpump.com/dsk,15,560
