DB ID,Model No.,Frequency_Hz,Phase,HP,Power(KW),Outlet (mm),Outlet (inch),Pass Solid Dia(mm),Max Flow (LPM),Max Head (M),Max Head (ft),Category,Product Link,Head Rated/M,Q Rated/LPM
1414,SW-120,60,3,1-1/4,1kW,25,"1""",3,140,28,92,,https://www.hungpump.com/sw,15,125
1415,SW-120,60,3,1-1/4,1kW,25,"1""",3,140,28,92,,https://www.hungpump.com/sw,15,125
1416,SW-120S,60,1,1-1/4,1kW,25,"1""",3,140,28,92,,https://www.hungpump.com/sw,15,125
1417,SW-120S,60,1,1-1/4,1kW,25,"1""",3,140,28,92,,https://www.hungpump.com/sw,15,125
1418,SW-120S,60,3,1-1/4,1kW,25,"1""",3,140,28,92,,https://www.hungpump.com/sw,15,125
1419,SW-120S,60,3,1-1/4,1kW,25,"1""",3,140,28,92,,https://www.hungpump.com/sw,15,125
1420,SW-220,60,1,2,1.5kW,50,"2""",3,630,24,79,,https://www.hungpump.com/sw,15,410
1421,SW-220,60,3,2,1.5kW,50,"2""",3,630,24,79,,https://www.hungpump.com/sw,15,410
1422,SW-220,60,3,2,1.5kW,50,"2""",N/A,630,24,79,,https://www.hungpump.com/sw,15,410
1423,SW-220T,60,3,2,1.5kW,50,"2""",N/A,630,24,79,,https://www.hungpump.com/sw,15,410
1424,SW-250,60,1,2.5,1.85kW,32,"1-1/4""",N/A,300,30,98,,https://www.hungpump.com/sw,20,235
1425,SW-250,60,3,2.5,1.85kW,32,"1-1/4""",3,300,30,98,,https://www.hungpump.com/sw,20,235
1426,SW-250,60,3,2.5,1.85kW,32,"1-1/4""",3,300,30,98,,https://www.hungpump.com/sw,20,235
1427,SW-250S,60,1,2.5,1.85kW,32,"1-1/4""",N/A,300,30,98,,https://www.hungpump.com/sw,20,235
1428,SW-250S,60,3,2.5,1.85kW,32,"1-1/4""",3,300,30,98,,https://www.hungpump.com/sw,20,235
1429,SW-250S,60,3,2.5,1.85kW,32,"1-1/4""",3,300,30,98,,https://www.hungpump.com/sw,20,235
1430,SW-320,60,1,3,2.2kW,50,"2""",3,650,29,95,,https://www.hungpump.com/sw,18,500
1431,SW-320,60,3,3,2.2kW,50,"2""",3,650,29,95,,https://www.hungpump.com/sw,18,500
1432,SW-320,60,3,3,2.2kW,50,"2""",N/A,650,29,95,,https://www.hungpump.com/sw,18,500
1433,SW-320T,60,3,3,2.2kW,50,"2""",3,650,29,95,,https://www.hungpump.com/sw,18,500
1434,SW-420,60,3,4,3kW,50,"2""",N/A,680,31,102,,https://www.hungpump.com/sw,18,540
1435,SW-420,60,3,4,3kW,50,"2""",N/A,680,31,102,,https://www.hungpump.com/sw,18,540
1436,SW-420T,60,3,4,3kW,50,"2""",N/A,680,31,102,,https://www.hungpump.com/sw,18,540
1437,SW-60,60,1,1/2,400W,25,"1""",N/A,120,17,56,,https://www.hungpump.com/sw,10,85
1438,SW-60,60,1,1/2,400W,25,"1""",N/A,120,17,56,,https://www.hungpump.com/sw,10,85
1439,SW-60,60,3,1/2,400W,25,"1""",3,120,17,56,,https://www.hungpump.com/sw,10,85
1440,SW-60,60,3,1/2,400W,25,"1""",3,120,17,56,,https://www.hungpump.com/sw,10,85
1441,SW-60S,60,1,1/2,400W,25,"1""",3,120,17,56,,https://www.hungpump.com/sw,10,85
1442,SW-60S,60,1,1/2,400W,25,"1""",3,120,17,56,,https://www.hungpump.com/sw,10,85
1443,SW-60S,60,3,1/2,400W,25,"1""",3,120,17,56,,https://www.hungpump.com/sw,10,85
1444,SW-60S,60,3,1/2,400W,25,"1""",3,120,17,56,,https://www.hungpump.com/sw,10,85
1445,SWO-220,60,1,2,1.5kW,50,"2""",3,620,14,46,Booster,https://www.hungpump.com/swo,8,430
1446,SWO-220,60,3,2,1.5kW,50,"2""",3,620,14,46,Booster,https://www.hungpump.com/swo,8,430
1447,SWO-220,60,3,2,1.5kW,50,"2""",8,620,14,46,Booster,https://www.hungpump.com/swo,8,430
1448,SWO-220T,60,3,2,1.5kW,50,"2""",8,620,14,46,Booster,https://www.hungpump.com/swo,8,430
1449,SWO-220T,60,3,2,1.5kW,50,"2""",3,620,14,46,Booster,https://www.hungpump.com/swo,8,430
1450,SWO-320,60,1,3,2.2kW,50,"2""",8,660,16,52,Booster,https://www.hungpump.com/swo,10,490
1451,SWO-320,60,3,3,2.2kW,50,"2""",8,660,16,52,Booster,https://www.hungpump.com/swo,10,490
1452,SWO-320,60,3,3,2.2kW,50,"2""",8,660,16,52,Booster,https://www.hungpump.com/swo,10,490
1453,SWO-320T,60,3,3,2.2kW,50,"2""",8,660,16,52,Booster,https://www.hungpump.com/swo,10,490
1454,SWO-320T,60,3,3,2.2kW,50,"2""",8,660,16,52,Booster,https://www.hungpump.com/swo,10,490
1455,SWO-420,60,3,4,3kW,50,"2""",8,730,20,66,Booster,https://www.hungpump.com/swo,12,560
1456,SWO-420,60,3,4,3kW,50,"2""",8,730,20,66,Booster,https://www.hungpump.com/swo,12,560
1457,TP-40,60,1,1/2,400W,20,"3/4""",8,40,4,13,,https://www.hungpump.com/tp,2,28
1458,TP-40,60,1,1/2,400W,20,"3/4""",8,40,4,13,,https://www.hungpump.com/tp,2,28
1459,UP-906A,60,1,1,750W,,,N/A,,,-,,https://www.hungpump.com/up,,
1460,UP-906A,60,1,1,750W,,,N/A,,,-,,https://www.hungpump.com/up,,
1461,PC-2,60,1,1,750W,20,"3/4""",N/A,20,13,43,,https://www.hungpump.com/pc,6,16
1462,HI-800B,50,1,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/hi,,
1463,HI-800B,60,1,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/hi,,
1464,CBP-330,50,1,3,2.2kW,80,"3""",3,1200,11.5,38,Clean Water,https://www.hungpump.com/cbp,6,1080
1465,HI-200,50,1,1/4,200W,25,"1""",N/A,55,24,79,Booster,https://www.hungpump.com/hi,15,33
